filename,filepath,label,category
nikond70_canonxt_sub_16.tif,./data\4cam_splc\nikond70_canonxt_sub_16.tif,1,forged
nikond70_05_sub_08.tif,./data\4cam_auth\nikond70_05_sub_08.tif,0,authentic
canong3_nikond70_sub_08.tif,./data\4cam_splc\canong3_nikond70_sub_08.tif,1,forged
nikond70_11_sub_05.tif,./data\4cam_auth\nikond70_11_sub_05.tif,0,authentic
canonxt_23_sub_02.tif,./data\4cam_auth\canonxt_23_sub_02.tif,0,authentic
canong3_canonxt_sub_05.tif,./data\4cam_splc\canong3_canonxt_sub_05.tif,1,forged
canong3_canonxt_sub_18.tif,./data\4cam_splc\canong3_canonxt_sub_18.tif,1,forged
canonxt_kodakdcs330_sub_20.tif,./data\4cam_splc\canonxt_kodakdcs330_sub_20.tif,1,forged
canonxt_05_sub_05.tif,./data\4cam_auth\canonxt_05_sub_05.tif,0,authentic
canonxt_08_sub_03.tif,./data\4cam_auth\canonxt_08_sub_03.tif,0,authentic
canonxt_02_sub_06.tif,./data\4cam_auth\canonxt_02_sub_06.tif,0,authentic
nikond70_11_sub_01.tif,./data\4cam_auth\nikond70_11_sub_01.tif,0,authentic
nikond70_canonxt_sub_18.tif,./data\4cam_splc\nikond70_canonxt_sub_18.tif,1,forged
canonxt_kodakdcs330_sub_30.tif,./data\4cam_splc\canonxt_kodakdcs330_sub_30.tif,1,forged
nikond70_02_sub_08.tif,./data\4cam_auth\nikond70_02_sub_08.tif,0,authentic
canonxt_26_sub_02.tif,./data\4cam_auth\canonxt_26_sub_02.tif,0,authentic
nikond70_08_sub_07.tif,./data\4cam_auth\nikond70_08_sub_07.tif,0,authentic
kodakdcs330_03_sub_01.tif,./data\4cam_auth\kodakdcs330_03_sub_01.tif,0,authentic
canong3_kodakdcs330_sub_26.tif,./data\4cam_splc\canong3_kodakdcs330_sub_26.tif,1,forged
canong3_05_sub_09.tif,./data\4cam_auth\canong3_05_sub_09.tif,0,authentic
canong3_canonxt_sub_25.tif,./data\4cam_splc\canong3_canonxt_sub_25.tif,1,forged
canonxt_29_sub_07.tif,./data\4cam_auth\canonxt_29_sub_07.tif,0,authentic
nikond70_canonxt_sub_08.tif,./data\4cam_splc\nikond70_canonxt_sub_08.tif,1,forged
canong3_nikond70_sub_24.tif,./data\4cam_splc\canong3_nikond70_sub_24.tif,1,forged
canong3_canonxt_sub_13.tif,./data\4cam_splc\canong3_canonxt_sub_13.tif,1,forged
nikond70_canonxt_sub_20.tif,./data\4cam_splc\nikond70_canonxt_sub_20.tif,1,forged
canonxt_35_sub_02.tif,./data\4cam_auth\canonxt_35_sub_02.tif,0,authentic
canong3_canonxt_sub_23.tif,./data\4cam_splc\canong3_canonxt_sub_23.tif,1,forged
canong3_nikond70_sub_05.tif,./data\4cam_splc\canong3_nikond70_sub_05.tif,1,forged
nikond70_kodakdcs330_sub_08.tif,./data\4cam_splc\nikond70_kodakdcs330_sub_08.tif,1,forged
canonxt_05_sub_08.tif,./data\4cam_auth\canonxt_05_sub_08.tif,0,authentic
nikond70_canonxt_sub_23.tif,./data\4cam_splc\nikond70_canonxt_sub_23.tif,1,forged
canong3_08_sub_05.tif,./data\4cam_auth\canong3_08_sub_05.tif,0,authentic
canong3_canonxt_sub_15.tif,./data\4cam_splc\canong3_canonxt_sub_15.tif,1,forged
canonxt_17_sub_07.tif,./data\4cam_auth\canonxt_17_sub_07.tif,0,authentic
canong3_08_sub_07.tif,./data\4cam_auth\canong3_08_sub_07.tif,0,authentic
canong3_08_sub_02.tif,./data\4cam_auth\canong3_08_sub_02.tif,0,authentic
nikond70_canonxt_sub_04.tif,./data\4cam_splc\nikond70_canonxt_sub_04.tif,1,forged
canonxt_38_sub_05.tif,./data\4cam_auth\canonxt_38_sub_05.tif,0,authentic
nikond70_canonxt_sub_13.tif,./data\4cam_splc\nikond70_canonxt_sub_13.tif,1,forged
nikond70_08_sub_04.tif,./data\4cam_auth\nikond70_08_sub_04.tif,0,authentic
canonxt_08_sub_06.tif,./data\4cam_auth\canonxt_08_sub_06.tif,0,authentic
canong3_canonxt_sub_30.tif,./data\4cam_splc\canong3_canonxt_sub_30.tif,1,forged
canonxt_35_sub_01.tif,./data\4cam_auth\canonxt_35_sub_01.tif,0,authentic
canonxt_23_sub_04.tif,./data\4cam_auth\canonxt_23_sub_04.tif,0,authentic
canong3_kodakdcs330_sub_18.tif,./data\4cam_splc\canong3_kodakdcs330_sub_18.tif,1,forged
nikond70_05_sub_06.tif,./data\4cam_auth\nikond70_05_sub_06.tif,0,authentic
canonxt_11_sub_02.tif,./data\4cam_auth\canonxt_11_sub_02.tif,0,authentic
nikond70_kodakdcs330_sub_21.tif,./data\4cam_splc\nikond70_kodakdcs330_sub_21.tif,1,forged
canong3_05_sub_07.tif,./data\4cam_auth\canong3_05_sub_07.tif,0,authentic
canonxt_02_sub_01.tif,./data\4cam_auth\canonxt_02_sub_01.tif,0,authentic
nikond70_05_sub_04.tif,./data\4cam_auth\nikond70_05_sub_04.tif,0,authentic
canonxt_14_sub_03.tif,./data\4cam_auth\canonxt_14_sub_03.tif,0,authentic
nikond70_02_sub_09.tif,./data\4cam_auth\nikond70_02_sub_09.tif,0,authentic
canong3_kodakdcs330_sub_06.tif,./data\4cam_splc\canong3_kodakdcs330_sub_06.tif,1,forged
canong3_kodakdcs330_sub_25.tif,./data\4cam_splc\canong3_kodakdcs330_sub_25.tif,1,forged
canonxt_kodakdcs330_sub_08.tif,./data\4cam_splc\canonxt_kodakdcs330_sub_08.tif,1,forged
canong3_canonxt_sub_20.tif,./data\4cam_splc\canong3_canonxt_sub_20.tif,1,forged
nikond70_02_sub_04.tif,./data\4cam_auth\nikond70_02_sub_04.tif,0,authentic
canonxt_29_sub_02.tif,./data\4cam_auth\canonxt_29_sub_02.tif,0,authentic
canong3_kodakdcs330_sub_01.tif,./data\4cam_splc\canong3_kodakdcs330_sub_01.tif,1,forged
canonxt_kodakdcs330_sub_02.tif,./data\4cam_splc\canonxt_kodakdcs330_sub_02.tif,1,forged
nikond70_kodakdcs330_sub_27.tif,./data\4cam_splc\nikond70_kodakdcs330_sub_27.tif,1,forged
canonxt_11_sub_08.tif,./data\4cam_auth\canonxt_11_sub_08.tif,0,authentic
canonxt_20_sub_02.tif,./data\4cam_auth\canonxt_20_sub_02.tif,0,authentic
nikond70_kodakdcs330_sub_01.tif,./data\4cam_splc\nikond70_kodakdcs330_sub_01.tif,1,forged
canonxt_17_sub_08.tif,./data\4cam_auth\canonxt_17_sub_08.tif,0,authentic
canong3_canonxt_sub_19.tif,./data\4cam_splc\canong3_canonxt_sub_19.tif,1,forged
nikond70_05_sub_03.tif,./data\4cam_auth\nikond70_05_sub_03.tif,0,authentic
canong3_canonxt_sub_21.tif,./data\4cam_splc\canong3_canonxt_sub_21.tif,1,forged
canonxt_32_sub_09.tif,./data\4cam_auth\canonxt_32_sub_09.tif,0,authentic
canonxt_26_sub_03.tif,./data\4cam_auth\canonxt_26_sub_03.tif,0,authentic
nikond70_canonxt_sub_14.tif,./data\4cam_splc\nikond70_canonxt_sub_14.tif,1,forged
canong3_kodakdcs330_sub_15.tif,./data\4cam_splc\canong3_kodakdcs330_sub_15.tif,1,forged
nikond70_08_sub_05.tif,./data\4cam_auth\nikond70_08_sub_05.tif,0,authentic
canonxt_kodakdcs330_sub_15.tif,./data\4cam_splc\canonxt_kodakdcs330_sub_15.tif,1,forged
canong3_08_sub_06.tif,./data\4cam_auth\canong3_08_sub_06.tif,0,authentic
canong3_nikond70_sub_03.tif,./data\4cam_splc\canong3_nikond70_sub_03.tif,1,forged
canonxt_08_sub_07.tif,./data\4cam_auth\canonxt_08_sub_07.tif,0,authentic
nikond70_canonxt_sub_19.tif,./data\4cam_splc\nikond70_canonxt_sub_19.tif,1,forged
canonxt_38_sub_09.tif,./data\4cam_auth\canonxt_38_sub_09.tif,0,authentic
nikond70_canonxt_sub_30.tif,./data\4cam_splc\nikond70_canonxt_sub_30.tif,1,forged
canonxt_23_sub_01.tif,./data\4cam_auth\canonxt_23_sub_01.tif,0,authentic
canong3_nikond70_sub_14.tif,./data\4cam_splc\canong3_nikond70_sub_14.tif,1,forged
canong3_kodakdcs330_sub_02.tif,./data\4cam_splc\canong3_kodakdcs330_sub_02.tif,1,forged
canonxt_kodakdcs330_sub_17.tif,./data\4cam_splc\canonxt_kodakdcs330_sub_17.tif,1,forged
canong3_02_sub_04.tif,./data\4cam_auth\canong3_02_sub_04.tif,0,authentic
nikond70_kodakdcs330_sub_16.tif,./data\4cam_splc\nikond70_kodakdcs330_sub_16.tif,1,forged
nikond70_canonxt_sub_05.tif,./data\4cam_splc\nikond70_canonxt_sub_05.tif,1,forged
canonxt_35_sub_06.tif,./data\4cam_auth\canonxt_35_sub_06.tif,0,authentic
canonxt_26_sub_06.tif,./data\4cam_auth\canonxt_26_sub_06.tif,0,authentic
canong3_canonxt_sub_29.tif,./data\4cam_splc\canong3_canonxt_sub_29.tif,1,forged
canong3_canonxt_sub_22.tif,./data\4cam_splc\canong3_canonxt_sub_22.tif,1,forged
canong3_nikond70_sub_11.tif,./data\4cam_splc\canong3_nikond70_sub_11.tif,1,forged
canonxt_kodakdcs330_sub_18.tif,./data\4cam_splc\canonxt_kodakdcs330_sub_18.tif,1,forged
nikond70_canonxt_sub_12.tif,./data\4cam_splc\nikond70_canonxt_sub_12.tif,1,forged
canonxt_20_sub_01.tif,./data\4cam_auth\canonxt_20_sub_01.tif,0,authentic
nikond70_kodakdcs330_sub_30.tif,./data\4cam_splc\nikond70_kodakdcs330_sub_30.tif,1,forged
canong3_nikond70_sub_17.tif,./data\4cam_splc\canong3_nikond70_sub_17.tif,1,forged
canonxt_08_sub_01.tif,./data\4cam_auth\canonxt_08_sub_01.tif,0,authentic
canonxt_23_sub_07.tif,./data\4cam_auth\canonxt_23_sub_07.tif,0,authentic
nikond70_canonxt_sub_01.tif,./data\4cam_splc\nikond70_canonxt_sub_01.tif,1,forged
canong3_02_sub_06.tif,./data\4cam_auth\canong3_02_sub_06.tif,0,authentic
canong3_canonxt_sub_16.tif,./data\4cam_splc\canong3_canonxt_sub_16.tif,1,forged
canonxt_kodakdcs330_sub_26.tif,./data\4cam_splc\canonxt_kodakdcs330_sub_26.tif,1,forged
canonxt_14_sub_08.tif,./data\4cam_auth\canonxt_14_sub_08.tif,0,authentic
canong3_nikond70_sub_29.tif,./data\4cam_splc\canong3_nikond70_sub_29.tif,1,forged
canong3_canonxt_sub_09.tif,./data\4cam_splc\canong3_canonxt_sub_09.tif,1,forged
canong3_08_sub_01.tif,./data\4cam_auth\canong3_08_sub_01.tif,0,authentic
canong3_kodakdcs330_sub_08.tif,./data\4cam_splc\canong3_kodakdcs330_sub_08.tif,1,forged
canonxt_02_sub_08.tif,./data\4cam_auth\canonxt_02_sub_08.tif,0,authentic
canonxt_14_sub_02.tif,./data\4cam_auth\canonxt_14_sub_02.tif,0,authentic
canonxt_kodakdcs330_sub_25.tif,./data\4cam_splc\canonxt_kodakdcs330_sub_25.tif,1,forged
canonxt_kodakdcs330_sub_16.tif,./data\4cam_splc\canonxt_kodakdcs330_sub_16.tif,1,forged
nikond70_kodakdcs330_sub_05.tif,./data\4cam_splc\nikond70_kodakdcs330_sub_05.tif,1,forged
canonxt_14_sub_06.tif,./data\4cam_auth\canonxt_14_sub_06.tif,0,authentic
nikond70_02_sub_02.tif,./data\4cam_auth\nikond70_02_sub_02.tif,0,authentic
nikond70_02_sub_01.tif,./data\4cam_auth\nikond70_02_sub_01.tif,0,authentic
canonxt_11_sub_03.tif,./data\4cam_auth\canonxt_11_sub_03.tif,0,authentic
canonxt_23_sub_05.tif,./data\4cam_auth\canonxt_23_sub_05.tif,0,authentic
canonxt_29_sub_01.tif,./data\4cam_auth\canonxt_29_sub_01.tif,0,authentic
canong3_nikond70_sub_16.tif,./data\4cam_splc\canong3_nikond70_sub_16.tif,1,forged
canong3_kodakdcs330_sub_20.tif,./data\4cam_splc\canong3_kodakdcs330_sub_20.tif,1,forged
canonxt_kodakdcs330_sub_19.tif,./data\4cam_splc\canonxt_kodakdcs330_sub_19.tif,1,forged
canonxt_23_sub_09.tif,./data\4cam_auth\canonxt_23_sub_09.tif,0,authentic
canonxt_kodakdcs330_sub_09.tif,./data\4cam_splc\canonxt_kodakdcs330_sub_09.tif,1,forged
canong3_kodakdcs330_sub_14.tif,./data\4cam_splc\canong3_kodakdcs330_sub_14.tif,1,forged
nikond70_kodakdcs330_sub_03.tif,./data\4cam_splc\nikond70_kodakdcs330_sub_03.tif,1,forged
canonxt_32_sub_08.tif,./data\4cam_auth\canonxt_32_sub_08.tif,0,authentic
nikond70_kodakdcs330_sub_09.tif,./data\4cam_splc\nikond70_kodakdcs330_sub_09.tif,1,forged
canonxt_32_sub_04.tif,./data\4cam_auth\canonxt_32_sub_04.tif,0,authentic
canong3_02_sub_07.tif,./data\4cam_auth\canong3_02_sub_07.tif,0,authentic
nikond70_kodakdcs330_sub_25.tif,./data\4cam_splc\nikond70_kodakdcs330_sub_25.tif,1,forged
canong3_nikond70_sub_19.tif,./data\4cam_splc\canong3_nikond70_sub_19.tif,1,forged
canong3_kodakdcs330_sub_11.tif,./data\4cam_splc\canong3_kodakdcs330_sub_11.tif,1,forged
canonxt_20_sub_06.tif,./data\4cam_auth\canonxt_20_sub_06.tif,0,authentic
canonxt_05_sub_09.tif,./data\4cam_auth\canonxt_05_sub_09.tif,0,authentic
nikond70_kodakdcs330_sub_06.tif,./data\4cam_splc\nikond70_kodakdcs330_sub_06.tif,1,forged
canong3_02_sub_05.tif,./data\4cam_auth\canong3_02_sub_05.tif,0,authentic
canonxt_08_sub_05.tif,./data\4cam_auth\canonxt_08_sub_05.tif,0,authentic
canong3_kodakdcs330_sub_05.tif,./data\4cam_splc\canong3_kodakdcs330_sub_05.tif,1,forged
canong3_08_sub_09.tif,./data\4cam_auth\canong3_08_sub_09.tif,0,authentic
canong3_canonxt_sub_14.tif,./data\4cam_splc\canong3_canonxt_sub_14.tif,1,forged
