filename,filepath,label,category
P7310182tamp14.jpg,./data\MICC-F2000\P7310182tamp14.jpg,1,forged
DSCF1248tamp7.jpg,./data\MICC-F2000\DSCF1248tamp7.jpg,1,forged
brasimone006_scale.jpg,./data\MICC-F2000\brasimone006_scale.jpg,0,authentic
DSC_0759_scale.jpg,./data\MICC-F2000\DSC_0759_scale.jpg,0,authentic
DSC_1540tamp14.jpg,./data\MICC-F2000\DSC_1540tamp14.jpg,1,forged
DSC_1275_scale.jpg,./data\MICC-F2000\DSC_1275_scale.jpg,0,authentic
DSC_1356_scale.jpg,./data\MICC-F2000\DSC_1356_scale.jpg,0,authentic
DSCF1248tamp13.jpg,./data\MICC-F2000\DSCF1248tamp13.jpg,1,forged
DSCN41tamp13.jpg,./data\MICC-F2000\DSCN41tamp13.jpg,1,forged
DSC_1242_scale.jpg,./data\MICC-F2000\DSC_1242_scale.jpg,0,authentic
DSC_1042_scale.jpg,./data\MICC-F2000\DSC_1042_scale.jpg,0,authentic
DSC_0570_scale.jpg,./data\MICC-F2000\DSC_0570_scale.jpg,0,authentic
DSC_1059_scale.jpg,./data\MICC-F2000\DSC_1059_scale.jpg,0,authentic
00004_2_scale.jpg,./data\MICC-F2000\00004_2_scale.jpg,0,authentic
IMG_2512_scale.jpg,./data\MICC-F2000\IMG_2512_scale.jpg,0,authentic
P1020805_scale.jpg,./data\MICC-F2000\P1020805_scale.jpg,0,authentic
nikon_7tamp10.jpg,./data\MICC-F2000\nikon_7tamp10.jpg,1,forged
DSCN2329tamp4.jpg,./data\MICC-F2000\DSCN2329tamp4.jpg,1,forged
DSC_1040_scale.jpg,./data\MICC-F2000\DSC_1040_scale.jpg,0,authentic
DSCF0018tamp13.jpg,./data\MICC-F2000\DSCF0018tamp13.jpg,1,forged
DSC_0055_01tamp13.jpg,./data\MICC-F2000\DSC_0055_01tamp13.jpg,1,forged
P7290459tamp8.jpg,./data\MICC-F2000\P7290459tamp8.jpg,1,forged
DSC_1409_scale.jpg,./data\MICC-F2000\DSC_1409_scale.jpg,0,authentic
DSC_0535tamp3.jpg,./data\MICC-F2000\DSC_0535tamp3.jpg,1,forged
DSC_0134_scale.jpg,./data\MICC-F2000\DSC_0134_scale.jpg,0,authentic
DSC_0737_scale.jpg,./data\MICC-F2000\DSC_0737_scale.jpg,0,authentic
DSC_0091_scale.jpg,./data\MICC-F2000\DSC_0091_scale.jpg,0,authentic
DSC_0215_01tamp9.jpg,./data\MICC-F2000\DSC_0215_01tamp9.jpg,1,forged
DSC_1363_scale.jpg,./data\MICC-F2000\DSC_1363_scale.jpg,0,authentic
DSC_1210_scale.jpg,./data\MICC-F2000\DSC_1210_scale.jpg,0,authentic
DSC_0467_scale.jpg,./data\MICC-F2000\DSC_0467_scale.jpg,0,authentic
DSC_0215_01tamp2.jpg,./data\MICC-F2000\DSC_0215_01tamp2.jpg,1,forged
DSC_1568tamp4.jpg,./data\MICC-F2000\DSC_1568tamp4.jpg,1,forged
P1020794_scale.jpg,./data\MICC-F2000\P1020794_scale.jpg,0,authentic
DSCF18tamp9.jpg,./data\MICC-F2000\DSCF18tamp9.jpg,1,forged
DSC_0264_scale.jpg,./data\MICC-F2000\DSC_0264_scale.jpg,0,authentic
icvss0839_scale.jpg,./data\MICC-F2000\icvss0839_scale.jpg,0,authentic
DSC_0638_scale.jpg,./data\MICC-F2000\DSC_0638_scale.jpg,0,authentic
DSC_1306_scale.jpg,./data\MICC-F2000\DSC_1306_scale.jpg,0,authentic
DSC_0067_01_scale.jpg,./data\MICC-F2000\DSC_0067_01_scale.jpg,0,authentic
P6290079_scale.jpg,./data\MICC-F2000\P6290079_scale.jpg,0,authentic
DSCF0211_scale.jpg,./data\MICC-F2000\DSCF0211_scale.jpg,0,authentic
DSC_0198_01_scale.jpg,./data\MICC-F2000\DSC_0198_01_scale.jpg,0,authentic
DSC_1128_scale.jpg,./data\MICC-F2000\DSC_1128_scale.jpg,0,authentic
DSCF18tamp11.jpg,./data\MICC-F2000\DSCF18tamp11.jpg,1,forged
DSC_0979_scale.jpg,./data\MICC-F2000\DSC_0979_scale.jpg,0,authentic
IMG_2328_scale.jpg,./data\MICC-F2000\IMG_2328_scale.jpg,0,authentic
P7290459tamp11.jpg,./data\MICC-F2000\P7290459tamp11.jpg,1,forged
P1020716_scale.jpg,./data\MICC-F2000\P1020716_scale.jpg,0,authentic
DSC01640tamp12.jpg,./data\MICC-F2000\DSC01640tamp12.jpg,1,forged
DSC_0215_01tamp5.jpg,./data\MICC-F2000\DSC_0215_01tamp5.jpg,1,forged
DSC_0812tamp11.jpg,./data\MICC-F2000\DSC_0812tamp11.jpg,1,forged
DSC_0812tamp13.jpg,./data\MICC-F2000\DSC_0812tamp13.jpg,1,forged
DSC_0745_scale.jpg,./data\MICC-F2000\DSC_0745_scale.jpg,0,authentic
DSCF0018tamp5.jpg,./data\MICC-F2000\DSCF0018tamp5.jpg,1,forged
DSC_0772_scale.jpg,./data\MICC-F2000\DSC_0772_scale.jpg,0,authentic
P1020815_scale.jpg,./data\MICC-F2000\P1020815_scale.jpg,0,authentic
DSC_0409tamp5.jpg,./data\MICC-F2000\DSC_0409tamp5.jpg,1,forged
DSC_1426_scale.jpg,./data\MICC-F2000\DSC_1426_scale.jpg,0,authentic
