filename,filepath,label,category
031_O_NA2.png,./data\CoMoFoD_small_v2\031_O_NA2.png,0,authentic_comofod
126_O_JC8.jpg,./data\CoMoFoD_small_v2\126_O_JC8.jpg,0,authentic_comofod
123_O.png,./data\CoMoFoD_small_v2\123_O.png,0,authentic_comofod
101_O_CR3.png,./data\CoMoFoD_small_v2\101_O_CR3.png,0,authentic_comofod
001_O_BC1.png,./data\CoMoFoD_small_v2\001_O_BC1.png,0,authentic_comofod
071_O.png,./data\CoMoFoD_small_v2\071_O.png,0,authentic_comofod
072_O_CA2.png,./data\CoMoFoD_small_v2\072_O_CA2.png,0,authentic_comofod
022_F_JC4.jpg,./data\CoMoFoD_small_v2\022_F_JC4.jpg,1,forged_comofod
018_F_JC9.jpg,./data\CoMoFoD_small_v2\018_F_JC9.jpg,1,forged_comofod
175_O_CR2.png,./data\CoMoFoD_small_v2\175_O_CR2.png,0,authentic_comofod
186_O_JC3.jpg,./data\CoMoFoD_small_v2\186_O_JC3.jpg,0,authentic_comofod
028_O_CR1.png,./data\CoMoFoD_small_v2\028_O_CR1.png,0,authentic_comofod
120_O_CR1.png,./data\CoMoFoD_small_v2\120_O_CR1.png,0,authentic_comofod
183_F_NA2.png,./data\CoMoFoD_small_v2\183_F_NA2.png,1,forged_comofod
169_O_IB2.png,./data\CoMoFoD_small_v2\169_O_IB2.png,0,authentic_comofod
104_O_CR1.png,./data\CoMoFoD_small_v2\104_O_CR1.png,0,authentic_comofod
194_F.png,./data\CoMoFoD_small_v2\194_F.png,1,forged_comofod
070_F_IB3.png,./data\CoMoFoD_small_v2\070_F_IB3.png,1,forged_comofod
170_O_JC7.jpg,./data\CoMoFoD_small_v2\170_O_JC7.jpg,0,authentic_comofod
161_F_JC9.jpg,./data\CoMoFoD_small_v2\161_F_JC9.jpg,1,forged_comofod
172_O_CA3.png,./data\CoMoFoD_small_v2\172_O_CA3.png,0,authentic_comofod
169_F_JC7.jpg,./data\CoMoFoD_small_v2\169_F_JC7.jpg,1,forged_comofod
115_O_CA3.png,./data\CoMoFoD_small_v2\115_O_CA3.png,0,authentic_comofod
124_O_JC9.jpg,./data\CoMoFoD_small_v2\124_O_JC9.jpg,0,authentic_comofod
