filename,filepath,label,category
DSCN45_scale.jpg,./data\MICC-F220\DSCN45_scale.jpg,0,authentic
DSC_1568tamp132.jpg,./data\MICC-F220\DSC_1568tamp132.jpg,1,forged
DSCN41tamp237.jpg,./data\MICC-F220\DSCN41tamp237.jpg,1,forged
CRW_4852_scale.jpg,./data\MICC-F220\CRW_4852_scale.jpg,0,authentic
DSC_0535tamp134.jpg,./data\MICC-F220\DSC_0535tamp134.jpg,1,forged
DSCN45tamp237.jpg,./data\MICC-F220\DSCN45tamp237.jpg,1,forged
CRW_4901_JFRtamp1.jpg,./data\MICC-F220\CRW_4901_JFRtamp1.jpg,1,forged
CRW_4853_scale.jpg,./data\MICC-F220\CRW_4853_scale.jpg,0,authentic
DSC_1535tamp131.jpg,./data\MICC-F220\DSC_1535tamp131.jpg,1,forged
sony_63_scale.jpg,./data\MICC-F220\sony_63_scale.jpg,0,authentic
DSC_1535tamp27.jpg,./data\MICC-F220\DSC_1535tamp27.jpg,1,forged
DSC_0812tamp37.jpg,./data\MICC-F220\DSC_0812tamp37.jpg,1,forged
nikon_7_scale.jpg,./data\MICC-F220\nikon_7_scale.jpg,0,authentic
CRW_4810_scale.jpg,./data\MICC-F220\CRW_4810_scale.jpg,0,authentic
CRW_4901_JFRtamp27.jpg,./data\MICC-F220\CRW_4901_JFRtamp27.jpg,1,forged
DSC_0812tamp1.jpg,./data\MICC-F220\DSC_0812tamp1.jpg,1,forged
DSCN41tamp131.jpg,./data\MICC-F220\DSCN41tamp131.jpg,1,forged
sony_61tamp237.jpg,./data\MICC-F220\sony_61tamp237.jpg,1,forged
DSC_0812tamp131.jpg,./data\MICC-F220\DSC_0812tamp131.jpg,1,forged
sony_61tamp25.jpg,./data\MICC-F220\sony_61tamp25.jpg,1,forged
DSC_1538_scale.jpg,./data\MICC-F220\DSC_1538_scale.jpg,0,authentic
CRW_4821_scale.jpg,./data\MICC-F220\CRW_4821_scale.jpg,0,authentic
DSCN45tamp1.jpg,./data\MICC-F220\DSCN45tamp1.jpg,1,forged
DSCF8_scale.jpg,./data\MICC-F220\DSCF8_scale.jpg,0,authentic
DSCN2329_scale.jpg,./data\MICC-F220\DSCN2329_scale.jpg,0,authentic
CRW_4901_JFRtamp176.jpg,./data\MICC-F220\CRW_4901_JFRtamp176.jpg,1,forged
CRW_4853tamp1.jpg,./data\MICC-F220\CRW_4853tamp1.jpg,1,forged
DSCN41_scale.jpg,./data\MICC-F220\DSCN41_scale.jpg,0,authentic
DSCN41tamp133.jpg,./data\MICC-F220\DSCN41tamp133.jpg,1,forged
DSCN45tamp37.jpg,./data\MICC-F220\DSCN45tamp37.jpg,1,forged
DSCF12_scale.jpg,./data\MICC-F220\DSCF12_scale.jpg,0,authentic
DSCF8tamp1.jpg,./data\MICC-F220\DSCF8tamp1.jpg,1,forged
DSCF3_scale.jpg,./data\MICC-F220\DSCF3_scale.jpg,0,authentic
CRW_4835_scale.jpg,./data\MICC-F220\CRW_4835_scale.jpg,0,authentic
